Gener_No,BestFit,AvgFit,maxFitValue
489,1003.7680272744069,1065.4523102260619,1156.2540095714166
490,1003.7680272744069,1065.4523102260619,1156.2540095714166
491,1003.7680272744069,1065.4523102260619,1156.2540095714166
492,1003.7680272744069,1065.3716930475996,1156.2540095714166
493,1003.7680272744069,1064.9091338446815,1156.2540095714166
494,1003.7680272744069,1064.9091338446815,1156.2540095714166
495,1003.7680272744069,1064.9091338446815,1156.2540095714166
496,1003.7680272744069,1063.259779071856,1140.6256542643473
497,1003.7680272744069,1061.981286840698,1140.6256542643473
498,1003.7680272744069,1060.7275539969937,1135.8589512727794
499,1003.7680272744069,1060.5793290977629,1135.8589512727794
500,1003.7680272744069,1060.5141187816073,1135.8589512727794
501,1003.7680272744069,1060.4102841438548,1135.8589512727794
502,1003.7680272744069,1060.0048023373167,1135.8589512727794
503,1003.7680272744069,1060.0048023373167,1135.8589512727794
504,1003.7680272744069,1059.4675847431706,1135.8589512727794
505,1003.7680272744069,1059.4675847431706,1135.8589512727794
506,1003.7680272744069,1058.7622319955244,1135.8589512727794
507,1003.7680272744069,1058.6000772710606,1135.8589512727794
508,1003.7680272744069,1057.45706534464,1135.8589512727794
509,1003.7680272744069,1057.45706534464,1135.8589512727794
510,1003.7680272744069,1057.2757521563271,1135.8589512727794
511,1003.7680272744069,1056.9900975249932,1135.8589512727794
512,1003.7680272744069,1056.9411026851217,1135.8589512727794
513,1003.7680272744069,1056.1916552566781,1126.3119957800718
514,1003.7680272744069,1056.1916552566781,1126.3119957800718
515,1003.7680272744069,1055.4290598699147,1118.096223942565
516,1003.7680272744069,1055.4290598699147,1118.096223942565
517,1003.7680272744069,1055.4290598699147,1118.096223942565
518,1003.7680272744069,1054.7765511762714,1118.096223942565
519,1003.7680272744069,1054.251751234846,1118.096223942565
520,1003.7680272744069,1053.4005464251306,1118.096223942565
521,1003.7680272744069,1053.4005464251306,1118.096223942565
522,1003.7680272744069,1053.4005464251306,1118.096223942565
523,1003.7680272744069,1053.4005464251306,1118.096223942565
524,1003.7680272744069,1053.2510345079734,1118.096223942565
525,1003.7680272744069,1053.0502079978403,1118.096223942565
526,1003.7680272744069,1053.0502079978403,1118.096223942565
527,1003.7680272744069,1052.7683367526247,1118.096223942565
528,1003.7680272744069,1052.7683367526247,1118.096223942565
529,1003.7680272744069,1052.7683367526247,1118.096223942565
530,1003.7680272744069,1052.7683367526247,1118.096223942565
531,1003.7680272744069,1052.728299629152,1118.096223942565
532,1003.7680272744069,1052.728299629152,1118.096223942565
533,1003.7680272744069,1052.728299629152,1118.096223942565
534,1003.7680272744069,1052.301059917203,1118.096223942565
535,1003.7680272744069,1052.301059917203,1118.096223942565
536,1003.7680272744069,1052.301059917203,1118.096223942565
537,1003.7680272744069,1052.301059917203,1118.096223942565
538,1003.7680272744069,1051.7855627139645,1118.096223942565
539,1003.7680272744069,1051.4777872335007,1118.096223942565
540,1003.7680272744069,1051.383899968328,1118.096223942565
541,1003.7680272744069,1051.18130027009,1118.096223942565
542,986.0374882434119,1050.3188884432157,1118.096223942565
543,986.0374882434119,1050.3188884432157,1118.096223942565
544,986.0374882434119,1050.3188884432157,1118.096223942565
545,986.0374882434119,1050.3188884432157,1118.096223942565
546,986.0374882434119,1050.098875143855,1118.096223942565
547,986.0374882434119,1049.8127817463135,1118.096223942565
548,986.0374882434119,1048.7958522760036,1118.096223942565
549,986.0374882434119,1048.7319902245636,1118.096223942565
550,986.0374882434119,1048.52691167333,1118.096223942565
551,986.0374882434119,1048.4439112525317,1118.096223942565
552,986.0374882434119,1048.134854844288,1118.096223942565
553,986.0374882434119,1046.8368899124262,1118.096223942565
554,986.0374882434119,1046.8368899124262,1118.096223942565
555,986.0374882434119,1046.5638362456407,1118.096223942565
556,986.0374882434119,1046.293981684793,1118.096223942565
557,986.0374882434119,1046.2526316269611,1118.096223942565
558,986.0374882434119,1046.2526316269611,1118.096223942565
559,986.0374882434119,1045.9443875254183,1118.096223942565
560,986.0374882434119,1045.3847556125238,1118.096223942565
561,986.0374882434119,1045.3847556125238,1118.096223942565
562,986.0374882434119,1045.3847556125238,1118.096223942565
563,986.0374882434119,1045.3847556125238,1118.096223942565
564,986.0374882434119,1045.3847556125238,1118.096223942565
565,986.0374882434119,1045.3847556125238,1118.096223942565
566,986.0374882434119,1045.305323646545,1118.096223942565
567,986.0374882434119,1045.305323646545,1118.096223942565
568,986.0374882434119,1045.305323646545,1118.096223942565
569,986.0374882434119,1045.305323646545,1118.096223942565
570,986.0374882434119,1045.305323646545,1118.096223942565
571,986.0374882434119,1044.7699543793228,1118.096223942565
572,986.0374882434119,1044.7699543793228,1118.096223942565
573,986.0374882434119,1044.527939651696,1118.096223942565
574,986.0374882434119,1044.527939651696,1118.096223942565
575,986.0374882434119,1044.4934605947783,1118.096223942565
576,986.0374882434119,1044.4934605947783,1118.096223942565
577,986.0374882434119,1044.4934605947783,1118.096223942565
578,986.0374882434119,1044.0505766170904,1118.096223942565
579,986.0374882434119,1044.0505766170904,1118.096223942565
580,986.0374882434119,1043.9903768989461,1118.096223942565
581,986.0374882434119,1043.9903768989461,1118.096223942565
582,986.0374882434119,1043.0799410338095,1118.096223942565
583,986.0374882434119,1042.3555884230968,1118.096223942565
584,986.0374882434119,1041.761292095104,1118.096223942565
585,986.0374882434119,1041.761292095104,1118.096223942565
586,986.0374882434119,1041.7095924153036,1118.096223942565
587,978.7428884996835,1040.5242656790351,1118.096223942565
588,978.7428884996835,1040.5242656790351,1118.096223942565
589,978.7428884996835,1040.3549981141127,1118.096223942565
590,978.7428884996835,1039.5659423152408,1118.096223942565
591,978.7428884996835,1039.5659423152408,1118.096223942565
592,978.7428884996835,1038.7118967984534,1118.096223942565
593,978.7428884996835,1038.0330937349534,1118.096223942565
594,978.7428884996835,1038.0330937349534,1118.096223942565
595,978.7428884996835,1037.6853004887907,1118.096223942565
596,978.7428884996835,1037.6853004887907,1118.096223942565
597,978.7428884996835,1037.6853004887907,1118.096223942565
598,978.7428884996835,1037.6148374346128,1118.096223942565
599,978.7428884996835,1037.5261646192791,1118.096223942565
600,978.7428884996835,1036.2996531512383,1118.096223942565
601,978.7428884996835,1036.2996531512383,1118.096223942565
602,978.7428884996835,1036.2996531512383,1118.096223942565
603,978.7428884996835,1035.7010111636291,1118.096223942565
604,978.7428884996835,1035.4759055321679,1118.096223942565
605,978.7428884996835,1035.4759055321679,1118.096223942565
606,978.7428884996835,1035.3159922646253,1118.096223942565
607,959.4356576275638,1034.8511003974284,1118.096223942565
608,959.4356576275638,1034.797588338273,1118.096223942565
609,959.4356576275638,1034.797588338273,1118.096223942565
610,959.4356576275638,1034.797588338273,1118.096223942565
611,959.4356576275638,1034.7382769734133,1118.096223942565
612,959.4356576275638,1034.699151382799,1118.096223942565
613,940.733533963302,1033.4908025699845,1118.096223942565
614,940.733533963302,1033.211630557092,1118.096223942565
615,940.733533963302,1032.8059031916926,1118.096223942565
616,940.733533963302,1032.8059031916926,1118.096223942565
617,940.733533963302,1032.6589664857386,1118.096223942565
618,940.733533963302,1031.7108278150818,1118.096223942565
619,940.733533963302,1031.2865814164468,1118.096223942565
620,940.733533963302,1030.8878482136338,1118.096223942565
621,940.733533963302,1030.8878482136338,1118.096223942565
622,940.733533963302,1030.8554890684795,1118.096223942565
623,940.733533963302,1030.3301505163777,1118.096223942565
624,940.733533963302,1030.2211552522358,1107.1966975283524
625,940.733533963302,1030.2211552522358,1107.1966975283524
626,940.733533963302,1030.2211552522358,1107.1966975283524
627,940.733533963302,1029.017639577361,1107.1966975283524
628,940.733533963302,1029.017639577361,1107.1966975283524
629,940.733533963302,1029.017639577361,1107.1966975283524
630,940.733533963302,1029.017639577361,1107.1966975283524
631,940.733533963302,1029.017639577361,1107.1966975283524
632,940.733533963302,1027.9170123915544,1107.1966975283524
633,940.733533963302,1027.6590591669333,1107.1966975283524
634,940.733533963302,1027.392377028492,1107.1966975283524
635,940.733533963302,1026.9523417013909,1107.1966975283524
636,940.733533963302,1026.9523417013909,1107.1966975283524
637,940.733533963302,1026.9523417013909,1107.1966975283524
638,940.733533963302,1026.9523417013909,1107.1966975283524
639,940.733533963302,1026.9523417013909,1107.1966975283524
640,940.733533963302,1026.9523417013909,1107.1966975283524
641,940.733533963302,1026.9523417013909,1107.1966975283524
642,940.733533963302,1026.9523417013909,1107.1966975283524
643,940.733533963302,1026.215296443164,1107.1966975283524
644,940.733533963302,1025.9865620645041,1107.1966975283524
645,940.733533963302,1025.9865620645041,1107.1966975283524
646,940.733533963302,1025.3534061782432,1107.1966975283524
647,940.733533963302,1025.1875065660063,1107.1966975283524
648,940.733533963302,1024.3464515037856,1107.1966975283524
649,940.733533963302,1024.3464515037856,1107.1966975283524
650,940.733533963302,1024.3464515037856,1107.1966975283524
651,940.733533963302,1024.1082426331382,1107.1966975283524
652,940.733533963302,1024.0703730437456,1107.1966975283524
653,940.733533963302,1023.6149180099907,1107.1966975283524
654,940.733533963302,1023.6149180099907,1107.1966975283524
655,940.733533963302,1023.168257690788,1107.1966975283524
656,940.733533963302,1022.9506578645997,1107.1966975283524
657,940.733533963302,1022.889668867545,1107.1966975283524
658,940.733533963302,1022.370343992045,1107.1966975283524
659,940.733533963302,1022.370343992045,1107.1966975283524
660,940.733533963302,1021.8619002686892,1107.1966975283524
661,940.733533963302,1020.7741018821337,1107.1966975283524
662,940.733533963302,1020.1293210032775,1107.1966975283524
663,940.733533963302,1019.8305028129596,1107.1966975283524
664,940.733533963302,1019.7017484937419,1107.1966975283524
665,940.733533963302,1019.327435328429,1107.1966975283524
666,940.733533963302,1019.0683307674783,1107.1966975283524
667,940.733533963302,1019.0683307674783,1107.1966975283524
668,940.733533963302,1019.0683307674783,1107.1966975283524
669,940.733533963302,1018.9363732184293,1107.1966975283524
670,940.733533963302,1018.7716377586802,1107.1966975283524
671,940.733533963302,1018.5065058484942,1107.1966975283524
672,940.733533963302,1017.9940393308317,1107.1966975283524
673,940.733533963302,1017.6269678688445,1107.1966975283524
674,940.733533963302,1017.0451317490856,1107.1966975283524
675,940.733533963302,1016.8641852493447,1107.1966975283524
676,940.733533963302,1016.761343360336,1107.1966975283524
677,940.733533963302,1016.5248274167493,1107.1966975283524
678,940.733533963302,1016.1886314652313,1107.1966975283524
679,940.733533963302,1015.6027563280278,1107.1966975283524
680,940.733533963302,1015.459844048309,1107.1966975283524
681,940.733533963302,1015.1036392800274,1107.1966975283524
682,940.733533963302,1015.1036392800274,1107.1966975283524
683,940.733533963302,1015.0713550998034,1107.1966975283524
684,940.733533963302,1015.0713550998034,1107.1966975283524
685,940.733533963302,1014.9649599158342,1107.1966975283524
686,940.733533963302,1013.9253265742361,1107.1966975283524
687,940.733533963302,1013.8671178948478,1107.1966975283524
688,940.733533963302,1013.4513330863914,1107.1966975283524
689,940.733533963302,1013.4513330863914,1107.1966975283524
690,940.733533963302,1011.4861721163162,1107.1966975283524
691,940.733533963302,1011.4861721163162,1107.1966975283524
692,940.733533963302,1011.3302703767075,1107.1966975283524
693,940.733533963302,1011.3302703767075,1107.1966975283524
694,940.733533963302,1011.0847884175233,1107.1966975283524
695,940.733533963302,1011.0847884175233,1107.1966975283524
696,940.733533963302,1011.0847884175233,1107.1966975283524
697,940.733533963302,1010.8106100328613,1107.1966975283524
698,940.733533963302,1010.8106100328613,1107.1966975283524
699,940.733533963302,1010.8106100328613,1107.1966975283524
700,940.733533963302,1010.0262326820689,1107.1966975283524
701,940.733533963302,1010.0262326820689,1107.1966975283524
702,940.733533963302,1010.0262326820689,1107.1966975283524
703,940.733533963302,1010.0262326820689,1107.1966975283524
704,940.733533963302,1009.6568627660934,1107.1966975283524
705,940.733533963302,1009.2475192034871,1107.1966975283524
706,940.733533963302,1008.8871067008057,1107.1966975283524
707,940.733533963302,1008.3890885026505,1107.1966975283524
708,940.733533963302,1008.3890885026505,1107.1966975283524
709,940.733533963302,1008.3890885026505,1107.1966975283524
710,940.733533963302,1007.6153662435878,1058.1104484221753
711,940.733533963302,1007.4573613948062,1058.1104484221753
712,940.733533963302,1006.4425531833966,1057.4826282895078
713,940.733533963302,1006.4425531833966,1057.4826282895078
714,940.733533963302,1006.1937870569506,1057.4826282895078
715,940.733533963302,1006.1937870569506,1057.4826282895078
716,940.733533963302,1006.1937870569506,1057.4826282895078
717,940.733533963302,1005.66330052671,1057.4826282895078
718,940.733533963302,1005.3576918471795,1057.4826282895078
719,940.733533963302,1005.2762461138539,1057.4826282895078
720,940.733533963302,1005.2762461138539,1057.4826282895078
721,940.733533963302,1004.3568523640854,1053.5304087903744
722,940.733533963302,1003.7684113371109,1053.5304087903744
723,940.733533963302,1003.7684113371109,1053.5304087903744
724,940.733533963302,1003.178513709422,1053.5304087903744
725,940.733533963302,1003.178513709422,1053.5304087903744
726,940.733533963302,1003.178513709422,1053.5304087903744
727,940.733533963302,1003.178513709422,1053.5304087903744
728,940.733533963302,1003.178513709422,1053.5304087903744
729,940.733533963302,1002.3525753152494,1053.5304087903744
730,940.733533963302,1002.3525753152494,1053.5304087903744
731,940.733533963302,1002.3010820983789,1053.5304087903744
732,940.733533963302,1001.346895953754,1053.5304087903744
733,940.733533963302,1001.2893108044009,1053.5304087903744
734,940.733533963302,1000.8950164946069,1053.5304087903744
735,940.733533963302,1000.5718369050987,1053.5304087903744
736,940.733533963302,1000.3963314880987,1053.5304087903744
737,940.733533963302,1000.1854847680188,1053.5304087903744
738,940.733533963302,1000.1854847680188,1053.5304087903744
739,940.733533963302,999.8965820330532,1053.5304087903744
740,940.733533963302,999.5644635116246,1053.5304087903744
741,940.733533963302,999.5644635116246,1053.5304087903744
742,940.733533963302,999.4344443890363,1053.5304087903744
743,940.733533963302,999.4344443890363,1053.5304087903744
744,940.733533963302,999.4344443890363,1053.5304087903744
745,940.733533963302,999.1626121244865,1053.5304087903744
746,940.733533963302,999.1626121244865,1053.5304087903744
747,940.733533963302,999.0775191783433,1053.5304087903744
748,940.733533963302,999.0775191783433,1053.5304087903744
749,940.733533963302,998.9054751079656,1053.5304087903744
750,940.733533963302,998.9054751079656,1053.5304087903744
751,940.733533963302,998.3323186375608,1053.5304087903744
752,940.733533963302,998.3323186375608,1053.5304087903744
753,940.733533963302,997.661016789012,1053.5304087903744
754,940.733533963302,997.1243199927537,1053.5304087903744
755,940.733533963302,996.9112362074344,1051.3760424888667
756,940.733533963302,996.9112362074344,1051.3760424888667
757,940.733533963302,996.5308141314748,1051.3760424888667
758,940.733533963302,995.6229814809755,1051.3760424888667
759,940.733533963302,995.6229814809755,1051.3760424888667
760,940.733533963302,995.2222176696165,1051.3760424888667
761,940.733533963302,995.0621543621548,1051.3760424888667
762,940.733533963302,995.0621543621548,1051.3760424888667
763,940.733533963302,995.0621543621548,1051.3760424888667
764,940.733533963302,995.0621543621548,1051.3760424888667
765,940.733533963302,995.0621543621548,1051.3760424888667
766,940.733533963302,994.4303751478718,1051.3760424888667
767,940.733533963302,994.3787873228956,1051.3760424888667
768,940.733533963302,993.9745192413321,1051.3760424888667
769,940.733533963302,993.9745192413321,1051.3760424888667
770,940.733533963302,993.9745192413321,1051.3760424888667
771,940.733533963302,993.9745192413321,1051.3760424888667
772,940.733533963302,993.9114971771784,1051.3760424888667
773,940.733533963302,993.9114971771784,1051.3760424888667
774,940.733533963302,993.7668237856655,1051.3760424888667
775,940.733533963302,993.4109596447763,1051.3760424888667
776,940.733533963302,993.3809985783798,1051.3760424888667
777,940.733533963302,993.3809985783798,1051.3760424888667
778,940.733533963302,993.2199180851335,1051.3760424888667
779,940.733533963302,992.654909952384,1051.3760424888667
780,940.733533963302,992.3529170309678,1051.3760424888667
781,940.733533963302,992.2838141159714,1051.3760424888667
782,940.733533963302,992.2838141159714,1051.3760424888667
783,940.733533963302,991.7073483144028,1051.3760424888667
784,940.733533963302,991.7073483144028,1051.3760424888667
785,940.733533963302,991.3499565239426,1051.3760424888667
786,940.733533963302,991.3499565239426,1051.3760424888667
787,940.733533963302,990.6383086564913,1051.3760424888667
788,940.733533963302,990.6383086564913,1051.3760424888667
789,940.733533963302,989.7384151667571,1051.3760424888667
790,940.733533963302,989.7384151667571,1051.3760424888667
791,940.733533963302,989.4910688879642,1051.3760424888667
792,940.733533963302,989.4910688879642,1051.3760424888667
793,940.733533963302,989.4910688879642,1051.3760424888667
794,940.733533963302,989.3538128013419,1051.3760424888667
795,940.733533963302,989.3538128013419,1051.3760424888667
796,940.733533963302,989.3538128013419,1051.3760424888667
797,940.733533963302,989.3538128013419,1051.3760424888667
798,940.733533963302,989.3538128013419,1051.3760424888667
799,940.733533963302,989.2084748958187,1051.3760424888667
800,940.733533963302,988.8851406705312,1051.3760424888667
801,940.733533963302,988.8851406705312,1051.3760424888667
802,940.733533963302,988.8851406705312,1051.3760424888667
803,940.733533963302,988.5178556610404,1051.3760424888667
804,940.733533963302,987.970565203711,1051.3760424888667
805,940.733533963302,987.970565203711,1051.3760424888667
806,940.733533963302,987.970565203711,1051.3760424888667
807,940.733533963302,987.4173455156614,1051.3760424888667
808,940.733533963302,987.4173455156614,1051.3760424888667
809,940.733533963302,986.7996374913719,1051.3760424888667
810,940.733533963302,986.7692472403858,1048.3370173902476
811,940.733533963302,986.7692472403858,1048.3370173902476
812,940.733533963302,986.7271749299516,1048.3370173902476
813,940.733533963302,986.7271749299516,1048.3370173902476
814,940.733533963302,986.6336254931651,1048.3370173902476
815,940.733533963302,986.6336254931651,1048.3370173902476
816,940.733533963302,986.6336254931651,1048.3370173902476
817,940.733533963302,986.3486435028461,1048.3370173902476
818,940.733533963302,986.3486435028461,1048.3370173902476
819,940.733533963302,986.3486435028461,1048.3370173902476
820,940.733533963302,985.7433950806937,1047.2214798203554
821,940.733533963302,985.6418724590077,1047.2214798203554
822,940.733533963302,985.2318802903112,1047.2214798203554
823,940.733533963302,985.0666275724263,1047.2214798203554
824,940.733533963302,984.6210520121301,1047.2214798203554
825,940.733533963302,984.6210520121301,1047.2214798203554
826,940.733533963302,984.6210520121301,1047.2214798203554
827,940.733533963302,983.9631953071953,1047.2214798203554
828,940.733533963302,983.8799470224782,1047.2214798203554
829,940.733533963302,983.5981646779562,1047.2214798203554
830,940.733533963302,983.5981646779562,1047.2214798203554
831,940.733533963302,983.2534041440032,1047.2214798203554
832,940.733533963302,983.2534041440032,1047.2214798203554
833,940.733533963302,982.5998304711247,1047.2214798203554
834,940.733533963302,982.0016075767807,1047.2214798203554
835,940.733533963302,981.7293771827411,1047.2214798203554
836,940.733533963302,981.7293771827411,1047.2214798203554
837,940.733533963302,981.7293771827411,1047.2214798203554
838,940.733533963302,981.7293771827411,1047.2214798203554
839,940.733533963302,981.7293771827411,1047.2214798203554
840,940.733533963302,981.7293771827411,1047.2214798203554
841,940.733533963302,981.7293771827411,1047.2214798203554
842,940.733533963302,981.150391181408,1047.2214798203554
843,940.733533963302,981.150391181408,1047.2214798203554
844,940.733533963302,981.150391181408,1047.2214798203554
845,940.733533963302,980.549042304717,1047.2214798203554
846,940.733533963302,980.549042304717,1047.2214798203554
847,940.733533963302,980.549042304717,1047.2214798203554
848,940.5507606227242,980.1157682478885,1046.198369263075
849,940.5507606227242,980.1157682478885,1046.198369263075
850,940.5507606227242,980.1157682478885,1046.198369263075
851,940.5507606227242,980.1157682478885,1046.198369263075
852,940.5507606227242,980.1157682478885,1046.198369263075
853,940.5507606227242,980.1157682478885,1046.198369263075
854,940.5507606227242,980.1157682478885,1046.198369263075
855,940.5507606227242,980.0237984830184,1046.198369263075
856,940.5507606227242,980.0237984830184,1046.198369263075
857,940.5507606227242,980.0237984830184,1046.198369263075
858,940.5507606227242,979.7821414379844,1046.198369263075
859,940.5507606227242,979.3818755858243,1046.198369263075
860,940.5507606227242,979.3818755858243,1046.198369263075
861,940.5507606227242,979.101953366021,1046.198369263075
862,940.5507606227242,979.0784178705321,1046.198369263075
863,940.5507606227242,978.3428151617617,1046.198369263075
864,940.5507606227242,977.8920844389571,1046.198369263075
865,940.5507606227242,977.8920844389571,1046.198369263075
866,940.5507606227242,977.8920844389571,1046.198369263075
867,940.5507606227242,977.7262546499574,1046.198369263075
868,940.5507606227242,977.7262546499574,1046.198369263075
869,940.5507606227242,977.7262546499574,1046.198369263075
870,940.5507606227242,977.6582808933582,1046.198369263075
871,940.5507606227242,977.6582808933582,1046.198369263075
872,940.5507606227242,977.6582808933582,1046.198369263075
873,940.5507606227242,977.5061211408912,1046.198369263075
874,940.5507606227242,977.3839806405729,1046.198369263075
875,940.5507606227242,977.3839806405729,1046.198369263075
876,940.5507606227242,977.3120758210332,1046.198369263075
877,940.5507606227242,977.3120758210332,1046.198369263075
878,940.5507606227242,976.7867992963797,1046.198369263075
879,940.5507606227242,976.7867992963797,1046.198369263075
880,940.5507606227242,976.7867992963797,1046.198369263075
881,940.5507606227242,976.7867992963797,1046.198369263075
882,940.5507606227242,976.6268692725364,1046.198369263075
883,940.5507606227242,976.6268692725364,1046.198369263075
884,940.5507606227242,976.4162745913538,1046.198369263075
885,940.5507606227242,976.4162745913538,1046.198369263075
886,929.7765718374316,976.308532703501,1046.198369263075
887,929.7765718374316,976.2476054882962,1046.198369263075
888,929.7765718374316,976.2476054882962,1046.198369263075
889,929.7765718374316,976.2476054882962,1046.198369263075
890,929.7765718374316,976.2476054882962,1046.198369263075
891,929.7765718374316,976.2476054882962,1046.198369263075
892,929.7765718374316,976.2476054882962,1046.198369263075
893,929.7765718374316,976.2476054882962,1046.198369263075
894,929.7765718374316,976.2476054882962,1046.198369263075
895,929.7765718374316,976.2476054882962,1046.198369263075
896,929.7765718374316,976.2476054882962,1046.198369263075
897,929.7765718374316,976.0315228891033,1046.198369263075
898,929.7765718374316,975.9756498063789,1046.198369263075
899,929.7765718374316,975.9756498063789,1046.198369263075
900,929.7765718374316,975.9756498063789,1046.198369263075
901,929.7765718374316,975.9756498063789,1046.198369263075
902,929.7765718374316,975.9756498063789,1046.198369263075
903,929.7765718374316,975.9756498063789,1046.198369263075
904,929.7765718374316,975.9756498063789,1046.198369263075
905,929.7765718374316,975.6618639993484,1046.198369263075
906,929.7765718374316,975.6618639993484,1046.198369263075
907,929.7765718374316,975.449238534374,1046.198369263075
908,929.7765718374316,975.449238534374,1046.198369263075
909,929.7765718374316,975.4324521334388,1046.198369263075
910,929.7765718374316,975.4324521334388,1046.198369263075
911,929.7765718374316,975.4324521334388,1046.198369263075
912,929.7765718374316,975.1970606291304,1046.198369263075
913,929.7765718374316,975.1970606291304,1046.198369263075
914,929.7765718374316,974.5746826279615,1032.9212667555144
915,929.7765718374316,974.5611578955105,1032.9212667555144
916,929.7765718374316,973.97653615088,1032.9212667555144
917,929.7765718374316,973.97653615088,1032.9212667555144
918,929.7765718374316,973.745041054003,1032.9212667555144
919,929.7765718374316,973.5464784511718,1032.9212667555144
920,929.7765718374316,973.5464784511718,1032.9212667555144
921,929.7765718374316,973.5464784511718,1032.9212667555144
922,929.7765718374316,973.5464784511718,1032.9212667555144
923,929.7765718374316,973.5309291206456,1032.9212667555144
924,929.7765718374316,973.5309291206456,1032.9212667555144
925,929.7765718374316,973.5309291206456,1032.9212667555144
926,929.7765718374316,973.3840780516621,1032.9212667555144
927,929.7765718374316,973.3840780516621,1032.9212667555144
928,929.7765718374316,973.3840780516621,1032.9212667555144
929,929.7765718374316,973.3840780516621,1032.9212667555144
930,929.7765718374316,973.3840780516621,1032.9212667555144
931,929.7765718374316,972.8551354264688,1032.9212667555144
932,929.7765718374316,972.8551354264688,1032.9212667555144
933,929.7765718374316,972.8551354264688,1032.9212667555144
934,929.7765718374316,972.8551354264688,1032.9212667555144
935,929.7765718374316,972.8551354264688,1032.9212667555144
936,929.7765718374316,972.8551354264688,1032.9212667555144
937,929.7765718374316,972.654879988696,1032.9212667555144
938,929.7765718374316,972.654879988696,1032.9212667555144
939,929.7765718374316,972.6277347217311,1032.9212667555144
940,929.7765718374316,972.6153834990935,1032.9212667555144
941,929.7765718374316,972.6153834990935,1032.9212667555144
942,926.7029375836245,972.1125701114516,1032.9212667555144
943,926.7029375836245,971.9254993467035,1032.9212667555144
944,926.7029375836245,971.9254993467035,1032.9212667555144
945,926.7029375836245,971.9254993467035,1032.9212667555144
946,926.7029375836245,971.7340309214237,1032.9212667555144
947,926.7029375836245,971.7340309214237,1032.9212667555144
948,926.7029375836245,971.7340309214237,1032.9212667555144
949,926.7029375836245,970.883713585096,1032.9212667555144
950,926.7029375836245,970.5090848180109,1032.9212667555144
951,926.7029375836245,970.3469626212212,1032.9212667555144
952,926.7029375836245,970.3469626212212,1032.9212667555144
953,926.7029375836245,970.3469626212212,1032.9212667555144
954,926.7029375836245,970.0411637862812,1032.9212667555144
955,926.7029375836245,969.5366412176766,1032.9212667555144
956,926.7029375836245,969.4985569167409,1032.9212667555144
957,926.7029375836245,969.0428525357939,1032.9212667555144
958,926.7029375836245,969.0428525357939,1032.9212667555144
959,926.7029375836245,969.0428525357939,1032.9212667555144
960,926.7029375836245,969.0428525357939,1032.9212667555144
961,926.7029375836245,969.0428525357939,1032.9212667555144
962,926.7029375836245,969.0097026305498,1032.9212667555144
963,926.7029375836245,969.0097026305498,1032.9212667555144
964,926.7029375836245,969.0097026305498,1032.9212667555144
965,926.7029375836245,969.0097026305498,1032.9212667555144
966,926.7029375836245,968.8209991746975,1032.9212667555144
967,926.7029375836245,968.8209991746975,1032.9212667555144
968,926.7029375836245,968.3212809659376,1032.9212667555144
969,926.7029375836245,968.3212809659376,1032.9212667555144
970,926.7029375836245,968.234595579358,1032.9212667555144
971,926.7029375836245,967.6501059213082,1032.9212667555144
972,926.7029375836245,967.6501059213082,1032.9212667555144
973,926.7029375836245,967.6501059213082,1032.9212667555144
974,926.7029375836245,967.6501059213082,1032.9212667555144
975,926.7029375836245,967.6501059213082,1032.9212667555144
976,926.7029375836245,967.6501059213082,1032.9212667555144
977,926.7029375836245,967.6501059213082,1032.9212667555144
978,926.7029375836245,967.155145506477,1032.9212667555144
979,926.7029375836245,967.155145506477,1032.9212667555144
980,926.7029375836245,967.155145506477,1032.9212667555144
981,926.7029375836245,966.8119042874553,1032.9212667555144
982,926.7029375836245,966.8119042874553,1032.9212667555144
983,926.7029375836245,966.4915846122874,1032.9212667555144
984,926.7029375836245,966.4915846122874,1032.9212667555144
985,926.7029375836245,966.4915846122874,1032.9212667555144
986,926.7029375836245,966.4266696025654,1032.9212667555144
987,926.7029375836245,966.4266696025654,1032.9212667555144
988,926.7029375836245,966.4266696025654,1032.9212667555144
989,926.7029375836245,966.4266696025654,1032.9212667555144
990,926.7029375836245,966.3261607736099,1032.9212667555144
991,923.3256094688417,966.0718370856423,1032.9212667555144
992,923.3256094688417,966.0718370856423,1032.9212667555144
993,923.3256094688417,966.0718370856423,1032.9212667555144
994,923.3256094688417,965.9162336077392,1032.9212667555144
995,923.3256094688417,965.880201542275,1032.9212667555144
996,923.3256094688417,965.880201542275,1032.9212667555144
997,923.3256094688417,965.880201542275,1032.9212667555144
998,923.3256094688417,965.880201542275,1032.9212667555144
999,923.3256094688417,965.880201542275,1032.9212667555144
1000,923.3256094688417,965.880201542275,1032.9212667555144
1001,923.3256094688417,965.880201542275,1032.9212667555144
1002,923.3256094688417,965.6728821165506,1032.9212667555144
1003,923.3256094688417,965.6728821165506,1032.9212667555144
1004,923.3256094688417,965.6728821165506,1032.9212667555144
1005,923.3256094688417,965.6728821165506,1032.9212667555144
1006,923.3256094688417,965.6728821165506,1032.9212667555144
1007,923.3256094688417,965.6728821165506,1032.9212667555144
1008,923.3256094688417,965.6728821165506,1032.9212667555144
1009,923.3256094688417,965.4853669557233,1032.9212667555144
1010,915.5918716919833,965.2164097585647,1032.9212667555144
1011,915.5918716919833,964.5600939234157,1032.9212667555144
1012,915.5918716919833,964.5343003767736,1032.9212667555144
