Gener_No,BestFit,AvgFit,maxFitValue
1013,915.5918716919833,964.5343003767736,1032.9212667555144
1014,915.5918716919833,964.5343003767736,1032.9212667555144
1015,915.5918716919833,964.5343003767736,1032.9212667555144
1016,907.6494605902419,963.7127895731646,1032.9212667555144
1017,907.6494605902419,963.5977892986332,1032.9212667555144
1018,907.6494605902419,963.5977892986332,1032.9212667555144
1019,907.6494605902419,962.9449411108681,1032.9212667555144
1020,907.6494605902419,962.9449411108681,1032.9212667555144
1021,907.6494605902419,962.9449411108681,1032.9212667555144
1022,907.6494605902419,962.9449411108681,1032.9212667555144
1023,907.6494605902419,962.4048582520908,1009.4984860603242
1024,907.6494605902419,961.8195176228683,1009.4984860603242
1025,907.6494605902419,961.7499684264179,1009.4984860603242
1026,907.6494605902419,961.7499684264179,1009.4984860603242
1027,907.6494605902419,961.7499684264179,1009.4984860603242
1028,907.6494605902419,961.7499684264179,1009.4984860603242
1029,907.6494605902419,961.7499684264179,1009.4984860603242
1030,907.6494605902419,961.7499684264179,1009.4984860603242
1031,907.6494605902419,961.6245389566927,1009.4984860603242
1032,907.6494605902419,961.6245389566927,1009.4984860603242
1033,907.6494605902419,961.0441829233168,1009.4984860603242
1034,907.6494605902419,961.0441829233168,1009.4984860603242
1035,907.6494605902419,961.0441829233168,1009.4984860603242
1036,907.6494605902419,961.0441829233168,1009.4984860603242
1037,907.6494605902419,960.9411912385398,1009.4984860603242
1038,907.6494605902419,960.9411912385398,1009.4984860603242
1039,907.6494605902419,960.4683063672919,1009.4984860603242
1040,907.6494605902419,960.2919474142846,1009.4984860603242
1041,907.6494605902419,960.2919474142846,1009.4984860603242
1042,907.6494605902419,960.2919474142846,1009.4984860603242
1043,907.6494605902419,960.2919474142846,1009.4984860603242
1044,907.6494605902419,960.2919474142846,1009.4984860603242
1045,907.6494605902419,959.7325070827933,1009.4984860603242
1046,907.6494605902419,959.6516766599524,1009.4984860603242
1047,907.6494605902419,959.6516766599524,1009.4984860603242
1048,907.6494605902419,959.5476094887059,1009.4984860603242
1049,907.6494605902419,959.5476094887059,1009.4984860603242
1050,907.6494605902419,959.5476094887059,1009.4984860603242
1051,907.6494605902419,959.1321074646335,1009.4984860603242
1052,907.6494605902419,958.6919993137311,1009.4984860603242
1053,907.6494605902419,958.2519166794468,1009.4984860603242
1054,907.6494605902419,958.2519166794468,1009.4984860603242
1055,907.6494605902419,958.2519166794468,1009.4984860603242
1056,907.6494605902419,958.2519166794468,1009.4984860603242
1057,907.6494605902419,957.5079725941581,1007.0726754592007
1058,907.6494605902419,957.5079725941581,1007.0726754592007
1059,907.6494605902419,957.5079725941581,1007.0726754592007
1060,907.6494605902419,957.5079725941581,1007.0726754592007
1061,907.6494605902419,956.8833475090262,1007.0726754592007
1062,907.6494605902419,956.8833475090262,1007.0726754592007
1063,907.6494605902419,956.8833475090262,1007.0726754592007
1064,907.6494605902419,956.8833475090262,1007.0726754592007
1065,907.6494605902419,956.6965144908511,1007.0726754592007
1066,907.6494605902419,956.6965144908511,1007.0726754592007
1067,907.6494605902419,956.6965144908511,1007.0726754592007
1068,907.6494605902419,956.6965144908511,1007.0726754592007
1069,907.6494605902419,956.6965144908511,1007.0726754592007
1070,907.6494605902419,956.6965144908511,1007.0726754592007
1071,907.6494605902419,956.6965144908511,1007.0726754592007
1072,907.6494605902419,956.6965144908511,1007.0726754592007
1073,907.6494605902419,956.6965144908511,1007.0726754592007
1074,907.6494605902419,956.4561268389954,1007.0726754592007
1075,907.6494605902419,956.4561268389954,1007.0726754592007
1076,907.6494605902419,956.3221819315851,998.894656654151
1077,907.6494605902419,956.3221819315851,998.894656654151
1078,907.6494605902419,956.3221819315851,998.894656654151
1079,907.6494605902419,956.3221819315851,998.894656654151
1080,907.6494605902419,955.8667203257547,998.894656654151
1081,907.6494605902419,955.8667203257547,998.894656654151
1082,907.6494605902419,955.8667203257547,998.894656654151
1083,907.6494605902419,955.8667203257547,998.894656654151
1084,907.6494605902419,955.8667203257547,998.894656654151
1085,907.6494605902419,955.7381953187725,998.894656654151
1086,907.6494605902419,955.7381953187725,998.894656654151
1087,907.6494605902419,955.7381953187725,998.894656654151
1088,907.6494605902419,955.7381953187725,998.894656654151
1089,907.6494605902419,955.7381953187725,998.894656654151
1090,907.6494605902419,955.3582934267974,998.894656654151
1091,907.6494605902419,955.3582934267974,998.894656654151
1092,907.6494605902419,955.1984905272712,998.894656654151
1093,907.6494605902419,955.1984905272712,998.894656654151
1094,907.6494605902419,955.1344591095616,998.894656654151
1095,907.6494605902419,955.1344591095616,998.894656654151
1096,907.6494605902419,955.1344591095616,998.894656654151
1097,907.6494605902419,955.1344591095616,998.894656654151
1098,907.6494605902419,954.8428536685683,998.894656654151
1099,907.6494605902419,954.8428536685683,998.894656654151
